datetime,Anemometer;wind_speed;Avg (m/s),Anemometer;wind_speed;Max (m/s),Anemometer;wind_speed;Min (m/s),Anemometer;wind_speed;StdDev (m/s),Anemometer;wind_speed;Count (),Wind Vane TMR;wind_direction;Avg (°),Wind Vane TMR;wind_direction;StdDev (°),Wind Vane TMR;wind_direction;Count (),Hygro/Thermo;humidity;Avg (%),Hygro/Thermo;humidity;Max (%),Hygro/Thermo;humidity;Min (%),Hygro/Thermo;humidity;StdDev (%),Hygro/Thermo;humidity;Count (),Hygro/Thermo;temperature;Avg (°C),Hygro/Thermo;temperature;Max (°C),Hygro/Thermo;temperature;Min (°C),Hygro/Thermo;temperature;StdDev (°C),Hygro/Thermo;temperature;Count (),Barometer;air_pressure;Avg (hPa),Barometer;air_pressure;Max (hPa),Barometer;air_pressure;Min (hPa),Barometer;air_pressure;StdDev (hPa),Barometer;air_pressure;Count (),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Avg (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Max (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Min (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;StdDev (W/m²),DHI (Diffuse Horizontal Irradiance);solar_irradiance;Count (),GHI (Global Horizontal Irradiance);solar_irradiance;Avg (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Max (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Min (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;StdDev (W/m²),GHI (Global Horizontal Irradiance);solar_irradiance;Count (),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Avg (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Max (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Min (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;StdDev (W/m²),DNI (Direct Normal Irradiance) Pyrheliometer;solar_DNI;Count (),Precipitation;precipitation;Count (),Precipitation;precipitation;Sum (mm),GTI (Global Tilt Irradiance) PV Cell;voltage;Avg (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Max (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Min (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;StdDev (W/m2),GTI (Global Tilt Irradiance) PV Cell;voltage;Count (),A1;channel;Avg (V),A1;channel;Max (V),A1;channel;Min (V),A1;channel;StdDev (V),A2;channel;Avg (V),A2;channel;Max (V),A2;channel;Min (V),A2;channel;StdDev (V),A3;channel;Avg (V),A3;channel;Max (V),A3;channel;Min (V),A3;channel;StdDev (V),A4;channel;Avg (V),A4;channel;Max (V),A4;channel;Min (V),A4;channel;StdDev (V),A5;channel;Avg (V),A5;channel;Max (V),A5;channel;Min (V),A5;channel;StdDev (V),A6;channel;Avg (V),A6;channel;Max (V),A6;channel;Min (V),A6;channel;StdDev (V),A7;channel;Avg (V),A7;channel;Max (V),A7;channel;Min (V),A7;channel;StdDev (V),C1;channel;Avg (I),C1;channel;Max (I),C1;channel;Min (I),C1;channel;StdDev (I),C2;channel;Avg (I),C2;channel;Max (I),C2;channel;Min (I),C2;channel;StdDev (I),D1;channel;Avg (),D1;channel;Max (),D1;channel;Min (),D1;channel;StdDev (),T;channel;Avg (°C),I;channel;Avg (mA),I;channel;Max (mA),I;channel;Min (mA),V;channel;Avg (V),V;channel;Max (V),V;channel;Min (V)
2021-03-20 15:10:00,3.2508,5.3528,1.0472,1.0093,120,162.3179,35.8906,120,67.0337,67.8121,66.2557,0.3871,120,29.4324,29.8468,29.0503,0.2212,120,1006.7058,1006.9155,1006.4943,0.0648,120,0,0,0,0,120,560.4647,719.1813,263.0528,140.8321,120,580.0041,806.9755,53.1099,257.8122,120,120,0,546.0194,708.6398,255.7451,140.2282,120,3.4451,3.4486,3.4416,0.0011,0.5943,0.5985,0.5905,0.0022,0.6703,0.6781,0.6626,0.0039,-0.0036,-0.0003,-0.005,0.0016,-0.0041,-0.0035,-0.0045,0.0002,0.0047,0.006,0.0022,0.0012,0.546,0.7086,0.2557,0.1402,330.5167,559,91,109.7108,0,0,0,0,457.4083,743,107,105.4235,37,27.1667,33,27,26.17,26.27,25.97
2021-03-20 15:20:00,4.4218,8.7016,0.7988,1.4503,120,144.4529,35.2567,120,65.5182,67.1407,64.7908,0.4958,120,29.7287,29.9628,29.2761,0.1673,120,1006.682,1006.9155,1006.5127,0.11,120,0,0,0,0,120,475.7908,698.2989,139.2197,185.4178,120,411.4376,782.3864,13.7689,284.9014,120,120,0,465.1148,684.5302,138.8592,179.8105,120,3.4447,3.4486,3.4419,0.0018,0.5973,0.5996,0.5928,0.0017,0.6552,0.6714,0.6479,0.005,-0.0026,-0.0001,-0.0049,0.0018,-0.004,-0.0031,-0.0046,0.0004,0.004,0.0058,0.0012,0.0015,0.4651,0.6845,0.1389,0.1798,457.8,923,64,157.6467,0,0,0,0,417.75,1011,142,111.5227,37,27.4,33,25,26.17,26.32,25.92
2021-03-20 15:30:00,3.3779,8.1036,0.578,1.5972,120,134.652,35.1679,120,67.6466,68.6972,65.5843,0.915,120,28.853,29.2608,28.7481,0.1242,120,1006.6779,1007.0986,1006.4943,0.1006,120,0,0,0,0,120,190.7865,492.0336,122.7335,105.4888,120,104.4125,708.6239,13.2775,188.8188,120,120,0,179.5887,474.2576,112.9185,103.9594,120,3.4446,3.4516,3.4416,0.0017,0.5885,0.5926,0.5875,0.0012,0.6765,0.687,0.6558,0.0092,-0.0006,-0.0001,-0.0044,0.0012,-0.0036,-0.0033,-0.0043,0.0002,0.0016,0.0041,0.001,0.0009,0.1796,0.4743,0.1129,0.104,344.3417,858,40,173.6051,0,0,0,0,381.0583,599,124,100.2383,37,28.9667,33,27,25.73,26.37,25.27
2021-03-20 15:40:00,4.329,7.4596,1.9304,1.2738,120,137.6778,32.6591,120,68.3793,68.9413,67.8426,0.2821,120,28.8103,28.8824,28.7451,0.0379,120,1006.7345,1007.0986,1006.5127,0.0831,120,0,0,0,0,120,329.4815,506.6879,132.6255,141.0908,120,392.3903,741.0796,16.2278,290.3007,120,120,0,311.505,494.705,118.4118,139.6267,120,3.4456,3.4516,3.4419,0.0014,0.5881,0.5888,0.5875,0.0004,0.6838,0.6894,0.6784,0.0028,-0.0024,-0.0001,-0.0046,0.0018,-0.0036,-0.0033,-0.004,0.0002,0.0027,0.0042,0.0011,0.0012,0.3115,0.4947,0.1184,0.1396,447.7167,788,187,138.4522,0,0,0,0,394.0583,1019,41,106.422,37,28.35,33,27,26.11,26.42,25.47
2021-03-20 15:50:00,3.743,7.3216,1.2772,1.3685,120,143.4356,37.2105,120,68.5326,69.0024,67.568,0.383,120,28.8923,29.0533,28.7847,0.0892,120,1006.7515,1006.9155,1006.5127,0.092,120,0,0,0,0,120,261.401,437.4442,120.5354,121.4509,120,313.2091,712.5572,14.7535,282.9107,120,120,0,243.5631,411.9999,109.8666,117.3955,120,3.4459,3.4486,3.4419,0.0015,0.5889,0.5905,0.5878,0.0009,0.6853,0.69,0.6757,0.0038,-0.0019,-0.0001,-0.0044,0.0018,-0.0036,-0.0032,-0.004,0.0002,0.0022,0.0036,0.001,0.001,0.2436,0.412,0.1099,0.1174,384.0167,773,116,148.7459,0,0,0,0,420.1667,1015,39,129.6137,37,28.4667,33,27,26,26.47,25.42
2021-03-20 16:00:00,3.3021,6.5488,1.5716,0.9509,120,134.7499,34.6637,120,68.5443,69.2465,67.7206,0.4095,120,28.716,28.9404,28.6413,0.0827,120,1006.8293,1006.9155,1006.6958,0.09,120,0,0,0,0,120,141.687,359.7743,93.0576,67.824,120,96.5526,680.593,13.7689,180.1617,120,120,0,127.987,329.9051,79.6533,64.7193,120,3.4472,3.4486,3.4449,0.0015,0.5872,0.5894,0.5864,0.0008,0.6854,0.6925,0.6772,0.0041,-0.0006,-0.0001,-0.0042,0.0011,-0.0034,-0.003,-0.0039,0.0002,0.0012,0.003,0.0008,0.0006,0.128,0.3299,0.0797,0.0647,336.1,689,148,103.3598,0,0,0,0,382.3083,759,43,101.767,37,34.25,43,27,25.28,25.67,25.12
2021-03-20 16:10:00,3.7886,7.1376,1.1668,1.2702,120,134.3048,31.9078,120,69.0016,69.3991,68.392,0.2904,120,28.4926,28.6688,28.4185,0.0811,120,1006.8017,1007.0803,1006.6958,0.103,120,0,0,0,0,120,166.4565,337.7923,93.7899,83.7974,120,163.7144,621.5823,13.7689,222.8998,120,120,0,152.2568,310.9836,83.9259,77.9545,120,3.4467,3.4513,3.4449,0.0017,0.5849,0.5867,0.5842,0.0008,0.69,0.694,0.6839,0.0029,-0.001,-0.0001,-0.0039,0.0014,-0.0039,-0.0033,-0.0043,0.0003,0.0014,0.0028,0.0008,0.0007,0.1523,0.311,0.0839,0.078,388.9833,753,104,138.06,0,0,0,0,385.8,932,135,100.6379,37.3,38.2167,43,37,25.42,26.37,25.02
2021-03-20 16:20:00,3.4515,6.236,0.9736,1.2281,120,128.8939,36.942,120,69.0494,69.6127,68.3309,0.3033,120,28.5606,28.7542,28.4399,0.094,120,1006.872,1007.0803,1006.6958,0.0896,120,0,0,0,0,120,178.6566,306.2845,79.8679,66.9389,120,352.3038,610.7638,15.2449,256.0814,120,120,0,159.8509,281.3807,72.6341,57.538,120,3.4479,3.4513,3.4449,0.0015,0.5856,0.5875,0.5844,0.0009,0.6905,0.6961,0.6833,0.003,-0.0022,-0.0001,-0.0038,0.0016,-0.0038,-0.0034,-0.0042,0.0002,0.0015,0.0026,0.0007,0.0006,0.1599,0.2814,0.0726,0.0575,352.3333,655,83,133.4904,0,0,0,0,364.575,603,67,105.1818,38,38.05,43,37,25.27,26.37,25.07
2021-03-20 16:30:00,3.6602,7.892,1.3876,1.3231,120,144.4345,32.1622,120,67.307,68.4225,66.2862,0.6341,120,28.8718,28.9251,28.7573,0.045,120,1006.908,1007.0986,1006.6958,0.0833,120,0,0,0,0,120,173.616,213.2269,60.4514,38.6148,120,468.8094,555.195,35.4061,135.2774,120,120,0,149.0549,185.8577,52.797,34.3998,120,3.4485,3.4516,3.4449,0.0014,0.5887,0.5893,0.5876,0.0004,0.6731,0.6842,0.6629,0.0063,-0.0029,-0.0002,-0.0034,0.0008,-0.0036,-0.0034,-0.0039,0.0001,0.0014,0.0018,0.0005,0.0003,0.1491,0.1859,0.0528,0.0344,375.0167,835,128,143.8152,0,0,0,0,408.2417,706,37,94.2861,38,38.4667,43,37,25.12,25.27,24.92
2021-03-20 16:40:00,3.446,6.5948,0.6056,1.2314,120,133.2871,31.4058,120,66.4408,66.8355,65.981,0.2348,120,28.7793,28.8183,28.7298,0.0286,120,1006.9445,1007.2634,1006.6958,0.1002,120,0,0,0,0,120,130.2837,157.9052,71.8079,15.9379,120,435.2552,493.7254,130.3158,61.5663,120,120,0,104.8972,129.7037,62.2578,13.4586,120,3.4491,3.4544,3.4449,0.0017,0.5878,0.5882,0.5873,0.0003,0.6644,0.6684,0.6598,0.0023,-0.0027,-0.0008,-0.0031,0.0004,-0.0037,-0.0034,-0.0039,0.0001,0.0011,0.0013,0.0006,0.0001,0.1049,0.1297,0.0623,0.0135,351.7417,694,43,133.8466,0,0,0,0,376.8083,554,158,89.6767,38,39.0333,45,37,24.89,24.97,24.82
2021-03-20 16:50:00,2.9327,6.9536,1.038,1.2461,120,146.838,31.2024,120,66.8269,67.4154,66.2557,0.3677,120,28.6796,28.7512,28.623,0.0325,120,1007.0147,1007.2817,1006.8789,0.0963,120,0,0,0,0,120,86.0294,113.2077,42.4982,16.6043,120,335.8584,432.2559,33.9317,93.7652,120,120,0,65.8895,88.1985,36.317,12.5256,120,3.4502,3.4547,3.448,0.0016,0.5868,0.5875,0.5862,0.0003,0.6683,0.6742,0.6626,0.0037,-0.0021,-0.0002,-0.0027,0.0006,-0.0035,-0.0032,-0.0039,0.0002,0.0007,0.0009,0.0004,0.0001,0.0659,0.0882,0.0363,0.0125,295.9417,733,90,135.4413,0,0,0,0,422.8333,985,170,100.7305,38,39.05,45,37,24.78,24.87,24.72
2021-03-20 17:00:00,2.9887,5.454,1.2496,1.0349,120,133.5995,33.4924,120,67.1669,67.5069,66.5304,0.2636,120,28.612,28.7725,28.4399,0.0973,120,1007.0806,1007.2817,1006.8789,0.0812,120,0,0,0,0,120,53.3158,75.1056,29.6759,13.01,120,247.3584,343.7383,61.4695,75.3626,120,120,0,38.0744,54.3229,25.3304,8.9856,120,3.4513,3.4547,3.448,0.0014,0.5861,0.5877,0.5844,0.001,0.6717,0.6751,0.6653,0.0026,-0.0015,-0.0004,-0.0021,0.0005,-0.0036,-0.0033,-0.004,0.0001,0.0004,0.0006,0.0002,0.0001,0.0381,0.0543,0.0253,0.009,302.0333,570,113,112.4848,0,0,0,0,377.05,581,121,95.8377,38,39.1167,45,37,24.72,24.77,24.67
2021-03-20 17:10:00,3.7238,7.386,1.4152,1.1659,120,142.4326,27.5674,120,67.6906,68.2699,67.2628,0.2727,120,28.2452,28.4429,28.0401,0.1115,120,1007.161,1007.4465,1007.062,0.1003,120,0,0,0,0,120,19.6771,39.5678,10.9916,6.657,120,62.9983,209.9807,15.7364,49.6051,120,120,0,16.2282,26.8563,10.9867,3.9098,120,3.4527,3.4574,3.451,0.0017,0.5825,0.5844,0.5804,0.0011,0.6769,0.6827,0.6726,0.0027,-0.0004,-0.0001,-0.0013,0.0003,-0.0034,-0.003,-0.0038,0.0003,0.0002,0.0003,0.0001,0.0001,0.0162,0.0269,0.011,0.0039,381.9333,780,131,126.7304,0,0,0,0,405.9583,740,232,80.611,38,39.15,45,39,24.66,24.72,24.62
2021-03-20 17:20:00,3.0388,5.8404,0.854,1.1914,120,133.1058,31.8085,120,69.0324,69.6432,68.3004,0.3984,120,27.9222,28.0401,27.8631,0.0505,120,1007.3075,1007.4465,1007.062,0.0973,120,0,0,0,0,120,5.9565,10.9916,1.4658,2.6281,120,14.2403,16.2278,13.2775,0.6097,120,120,0,6.7573,10.9867,3.0518,2.3199,120,3.4551,3.4574,3.451,0.0016,0.5792,0.5804,0.5786,0.0005,0.6903,0.6964,0.683,0.004,-0.0001,-0.0001,-0.0001,0,-0.0031,-0.0028,-0.0034,0.0001,0.0001,0.0001,0,0,0.0068,0.011,0.0031,0.0023,307.475,612,70,129.5026,0,0,0,0,376.5583,621,112,91.9444,38,39.2667,45,39,24.63,24.67,24.62
2021-03-20 17:30:00,2.6184,5.2976,0.6148,0.9863,120,146.7769,41.5115,120,69.7956,70.0095,69.5822,0.12,120,27.8368,27.8723,27.799,0.0166,120,1007.3975,1007.6113,1007.2451,0.0748,120,0,0,0,0,120,0.4794,1.8319,0,0.6099,120,13.7771,14.2604,13.2775,0.1272,120,120,0,1.4115,3.357,0,1.0617,120,3.4566,3.4602,3.4541,0.0012,0.5784,0.5787,0.578,0.0002,0.698,0.7001,0.6958,0.0012,-0.0001,-0.0001,-0.0001,0,-0.0033,-0.0029,-0.0036,0.0002,0,0,0,0,0.0014,0.0034,0,0.0011,261.7833,553,44,107.2026,0,0,0,0,422.0083,895,107,124.3707,38,39.2167,45,37,24.62,24.67,24.57
2021-03-20 17:40:00,3.2979,5.8588,0.808,1.1906,120,145.8549,30.0232,120,70.0418,70.2231,69.7348,0.1263,120,27.7378,27.799,27.6983,0.025,120,1007.439,1007.6296,1007.2451,0.0769,120,0,0,0,0,120,0,0,0,0,120,13.8181,14.7535,13.2775,0.2152,120,120,0,0,0,0,0,120,3.4573,3.4605,3.4541,0.0013,0.5774,0.578,0.577,0.0003,0.7004,0.7022,0.6973,0.0013,-0.0001,-0.0001,-0.0001,0,-0.0032,-0.0028,-0.0036,0.0002,0,0,0,0,0,0,0,0,335.6417,614,65,129.4172,0,0,0,0,412.4667,677,5,89.8602,38,39.15,45,37,24.6,24.62,24.52
2021-03-20 17:50:00,2.4106,4.9388,0.302,0.9001,120,142.5433,32.3603,120,70.4395,70.6503,70.1926,0.1212,120,27.679,27.7044,27.6586,0.0104,120,1007.5715,1007.6296,1007.4099,0.0771,120,0,0,0,0,120,0,0,0,0,120,13.7689,14.2604,13.2775,0.1425,120,120,0,0,0,0,0,120,3.4595,3.4605,3.4568,0.0013,0.5768,0.577,0.5766,0.0001,0.7044,0.7065,0.7019,0.0012,-0.0001,-0.0001,-0.0001,0,-0.0035,-0.0031,-0.0039,0.0002,0,0,0,0,0,0,0,0,239.2,514,10,97.8387,0,0,0,0,403.9083,694,137,93.8543,38,39.1167,45,37,24.58,24.62,24.57
2021-03-20 18:00:00,2.8243,5.5644,0.6884,0.9759,120,138.4791,25.0195,120,70.6325,70.7724,70.4367,0.0935,120,27.6234,27.6708,27.5976,0.0189,120,1007.6336,1007.7944,1007.4282,0.0796,120,0,0,0,0,120,0,0,0,0,120,13.8672,14.2604,13.2775,0.2074,120,120,0,0,0,0,0,120,3.4606,3.4632,3.4571,0.0013,0.5762,0.5767,0.576,0.0002,0.7063,0.7077,0.7044,0.0009,-0.0001,-0.0001,-0.0001,0,-0.0038,-0.0035,-0.0042,0.0002,0,0,0,0,0,0,0,0,284.1583,582,52,106.0711,0,0,0,0,392.65,576,182,71.8068,38,39.1667,45,37,24.57,24.62,24.57
2021-03-20 18:10:00,2.5788,5.0124,1.2128,0.704,120,141.5158,31.1856,120,70.8289,70.9861,70.7114,0.0635,120,27.5959,27.6159,27.5671,0.01,120,1007.6701,1007.7944,1007.593,0.0866,120,0,0,0,0,120,0,0,0,0,120,13.9123,14.2604,13.2775,0.2417,120,120,0,0,0,0,0,120,3.4612,3.4632,3.4599,0.0014,0.576,0.5762,0.5757,0.0001,0.7083,0.7099,0.7071,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0033,-0.0029,-0.0037,0.0002,0,0,0,0,0,0,0,0,257.4833,522,109,76.5219,0,0,0,0,397.275,558,78,91.2381,38,39.1333,45,39,24.54,24.57,24.52
2021-03-20 18:20:00,2.4556,4.81,0.5136,0.9183,120,145.8814,30.3208,120,71.162,71.3523,70.9555,0.1186,120,27.5952,27.6281,27.5732,0.0139,120,1007.8262,1007.9775,1007.7578,0.0784,120,0,0,0,0,120,0,0,0,0,120,13.8754,14.2604,13.7689,0.2033,120,120,0,0,0,0,0,120,3.4638,3.4663,3.4626,0.0013,0.5759,0.5763,0.5757,0.0001,0.7116,0.7135,0.7096,0.0012,-0.0001,-0.0001,-0.0001,0,-0.003,-0.0028,-0.0032,0.0001,0,0,0,0,0,0,0,0,244.0917,500,33,99.8158,0,0,0,0,410.0167,575,41,88.7684,38,39.1833,45,37,24.52,24.57,24.52
2021-03-20 18:30:00,2.8854,5.3252,1.2036,1.07,120,149.3193,35.8845,120,71.412,71.5659,71.2607,0.0915,120,27.6033,27.6281,27.5793,0.0123,120,1007.9698,1008.179,1007.7761,0.071,120,0,0,0,0,120,0,0,0,0,120,13.9205,14.2604,13.7689,0.2279,120,120,0,0,0,0,0,120,3.4662,3.4696,3.4629,0.0012,0.576,0.5763,0.5758,0.0001,0.7141,0.7157,0.7126,0.0009,-0.0001,-0.0001,-0.0001,0,-0.0031,-0.0029,-0.0034,0.0001,0,0,0,0,0,0,0,0,290.8,556,108,116.3074,0,0,0,0,430.9833,949,44,113.1871,37.5,39.1333,45,39,24.52,24.52,24.48
2021-03-20 18:40:00,2.6112,5.1688,0.8816,0.9922,120,159.1855,33.44,120,71.628,71.8711,71.4438,0.1283,120,27.6046,27.6495,27.5823,0.0174,120,1008.019,1008.1606,1007.9409,0.0848,120,0,0,0,0,120,0,0,0,0,120,13.9614,14.2604,13.2775,0.2492,120,120,0,0,0,0,0,120,3.467,3.4693,3.4657,0.0014,0.576,0.5765,0.5758,0.0002,0.7163,0.7187,0.7144,0.0013,-0.0001,-0.0001,-0.0001,0,-0.0031,-0.0029,-0.0034,0.0001,0,0,0,0,0,0,0,0,261,539,73,107.8456,0,0,0,0,451.5667,713,169,96.3317,37,39.2167,45,39,24.49,24.52,24.48
2021-03-20 18:50:00,2.3883,4.5524,0.8356,0.8493,120,149.3114,37.0349,120,71.7533,71.8711,71.6269,0.0563,120,27.599,27.6434,27.5579,0.0255,120,1008.076,1008.1606,1007.9409,0.0881,120,0,0,0,0,120,0,0,0,0,120,13.8754,14.2604,13.7689,0.2033,120,120,0,0,0,0,0,120,3.4679,3.4693,3.4657,0.0015,0.576,0.5764,0.5756,0.0003,0.7175,0.7187,0.7163,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0035,-0.003,-0.0039,0.0002,0,0,0,0,0,0,0,0,236.775,472,68,92.3195,0,0,0,0,432.5667,1017,187,115.1267,37,39.2,45,39,24.48,24.52,24.48
2021-03-20 19:00:00,2.4764,4.3868,0.8816,0.7912,120,146.2048,30.783,120,71.9202,72.0542,71.7185,0.0905,120,27.5091,27.5579,27.4847,0.0167,120,1008.2017,1008.3438,1008.1057,0.0911,120,0,0,0,0,120,0,0,0,0,120,13.8959,14.2604,13.7689,0.216,120,120,0,0,0,0,0,120,3.47,3.4724,3.4684,0.0015,0.5751,0.5756,0.5748,0.0002,0.7192,0.7205,0.7172,0.0009,-0.0001,-0.0001,-0.0001,0,-0.0039,-0.0038,-0.0041,0.0001,0,0,0,0,0,0,0,0,246.35,454,73,86.0025,0,0,0,0,419.425,860,223,93.8368,37,39.1333,45,39,24.47,24.48,24.43
2021-03-20 19:10:00,2.0137,4.1936,0.7252,0.7604,120,146.7817,35.989,120,72.1592,72.2983,71.9321,0.0914,120,27.4924,27.5243,27.4663,0.0142,120,1008.2307,1008.3438,1008.124,0.0968,120,0,0,0,0,120,0,0,0,0,120,13.9287,14.2604,13.7689,0.2312,120,120,0,0,0,0,0,120,3.4705,3.4724,3.4687,0.0016,0.5749,0.5752,0.5747,0.0001,0.7216,0.723,0.7193,0.0009,-0.0001,-0.0001,-0.0001,0,-0.0039,-0.0035,-0.0043,0.0002,0,0,0,0,0,0,0,0,196.05,433,56,82.6534,0,0,0,0,423.8833,997,111,116.5485,37,39.0833,41,39,24.44,24.48,24.43
2021-03-20 19:20:00,2.3987,5.0584,0.7528,0.8734,120,143.2447,34.0088,120,72.3299,72.4204,72.2068,0.0583,120,27.517,27.5274,27.4999,0.006,120,1008.3329,1008.5269,1008.124,0.1069,120,0,0,0,0,120,0,0,0,0,120,13.945,14.2604,13.7689,0.2366,120,120,0,0,0,0,0,120,3.4722,3.4754,3.4687,0.0018,0.5752,0.5753,0.575,0.0001,0.7233,0.7242,0.7221,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0035,-0.0033,-0.0038,0.0001,0,0,0,0,0,0,0,0,237.9,527,59,94.9306,0,0,0,0,402.6167,627,74,98.9916,37,39.2667,45,39,24.43,24.43,24.43
2021-03-20 19:30:00,3.446,5.9416,1.4336,1.0197,120,145.9815,23.9791,120,72.423,72.512,72.2983,0.0562,120,27.4761,27.503,27.448,0.0115,120,1008.4605,1008.5269,1008.3254,0.0782,120,0,0,0,0,120,0,0,0,0,120,14.0229,14.2604,13.7689,0.2466,120,120,0,0,0,0,0,120,3.4743,3.4754,3.4721,0.0013,0.5748,0.575,0.5745,0.0001,0.7242,0.7251,0.723,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0037,-0.0034,-0.0039,0.0001,0,0,0,0,0,0,0,0,351.7417,623,133,110.8392,0,0,0,0,414.8667,676,259,69.3363,37,39.1833,45,39,24.42,24.43,24.38
2021-03-20 19:40:00,3.0658,6.4016,0.854,0.9508,120,151.6848,27.5764,120,72.5908,72.6646,72.4815,0.0442,120,27.4852,27.4999,27.4694,0.0073,120,1008.4417,1008.6917,1008.3071,0.09,120,0,0,0,0,120,0,0,0,0,120,13.9942,14.2604,13.7689,0.2459,120,120,0,0,0,0,0,120,3.474,3.4782,3.4718,0.0015,0.5748,0.575,0.5747,0.0001,0.7259,0.7266,0.7248,0.0004,-0.0001,-0.0001,-0.0001,0,-0.0039,-0.0034,-0.0041,0.0002,0,0,0,0,0,0,0,0,310.4167,673,70,103.3518,0,0,0,0,429.6333,604,159,79.7152,37,39.15,45,39,24.38,24.43,24.38
2021-03-20 19:50:00,2.6146,5.5092,1.0564,0.8719,120,141.122,32.8164,120,72.6458,72.6951,72.573,0.0343,120,27.4425,27.4786,27.3962,0.0255,120,1008.5035,1008.71,1008.3254,0.0462,120,0,0,0,0,120,0,0,0,0,120,13.9328,14.2604,13.7689,0.2326,120,120,0,0,0,0,0,120,3.4751,3.4785,3.4721,0.0008,0.5744,0.5748,0.574,0.0003,0.7265,0.727,0.7257,0.0003,-0.0001,-0.0001,-0.0001,0,-0.0039,-0.0034,-0.0041,0.0001,0,0,0,0,0,0,0,0,261.375,576,92,94.7742,0,0,0,0,398.5417,612,152,94.0422,37,39.25,45,39,24.38,24.43,24.38
2021-03-20 20:00:00,2.7283,4.5892,1.0196,0.8131,120,148.2651,30.4567,120,72.7205,72.7866,72.6646,0.0368,120,27.3766,27.4053,27.3534,0.0148,120,1008.6074,1008.71,1008.4902,0.096,120,0,0,0,0,120,0,0,0,0,120,13.9368,14.2604,13.2775,0.2426,120,120,0,0,0,0,0,120,3.4768,3.4785,3.4748,0.0016,0.5738,0.574,0.5735,0.0001,0.7272,0.7279,0.7266,0.0004,-0.0001,-0.0001,-0.0001,0,-0.004,-0.0035,-0.0043,0.0002,0,0,0,0,0,0,0,0,273.7333,476,88,88.3789,0,0,0,0,425.3417,958,199,94.9147,37,39.15,45,39,24.36,24.38,24.32
2021-03-20 20:10:00,2.7885,4.764,1.0288,0.7641,120,149.5219,23.6143,120,72.8388,72.9698,72.6951,0.0577,120,27.363,27.387,27.3412,0.0112,120,1008.712,1008.9114,1008.4902,0.0862,120,0,0,0,0,120,0,0,0,0,120,14.0229,14.2604,13.7689,0.2466,120,120,0,0,0,0,0,120,3.4785,3.4819,3.4748,0.0014,0.5736,0.5739,0.5734,0.0001,0.7284,0.7297,0.727,0.0006,-0.0001,-0.0001,-0.0001,0,-0.0039,-0.0033,-0.0042,0.0002,0,0,0,0,0,0,0,0,280.275,495,89,83.0532,0,0,0,0,424.35,750,152,70.2892,36.3,39.2667,45,39,24.33,24.38,24.32
2021-03-20 20:20:00,2.3567,4.6812,1.0288,0.8447,120,146.8552,30.0067,120,72.9993,73.0918,72.8477,0.0542,120,27.4009,27.4236,27.3778,0.0112,120,1008.8104,1008.9114,1008.6734,0.0977,120,0,0,0,0,120,0,0,0,0,120,13.9778,14.2604,13.2775,0.2522,120,120,0,0,0,0,0,120,3.4802,3.4819,3.4779,0.0016,0.574,0.5742,0.5738,0.0001,0.73,0.7309,0.7285,0.0005,-0.0001,-0.0001,-0.0001,0,-0.0036,-0.0033,-0.0038,0.0001,0,0,0,0,0,0,0,0,233.3333,486,89,91.8205,0,0,0,0,425.8417,987,240,101.7174,36,39.3,45,39,24.32,24.32,24.27
2021-03-20 20:30:00,3.0121,5.6656,0.6148,1.147,120,143.6111,26.6426,120,72.9886,73.0918,72.8477,0.0483,120,27.3709,27.4145,27.329,0.0251,120,1008.8775,1009.0762,1008.6734,0.0733,120,0,0,0,0,120,0,0,0,0,120,13.986,14.2604,13.7689,0.2451,120,120,0,0,0,0,0,120,3.4813,3.4846,3.4779,0.0012,0.5737,0.5741,0.5733,0.0003,0.7299,0.7309,0.7285,0.0005,-0.0001,-0.0001,-0.0001,0,-0.0036,-0.0035,-0.0039,0.0001,0,0,0,0,0,0,0,0,304.575,593,44,124.6727,0,0,0,0,409.2583,735,209,78.4099,36,39.1833,45,39,24.3,24.32,24.27
